sin2_in,mt_dcp,mH_dcp,sin2_MZ,RG_ok,SPD_ok,¥ë_min
0.24544999999999995,160,135,0.261901,False,True,2.223650e+05
0.24544999999999995,190,115,0.261900,False,True,2.223650e+05
0.24544999999999995,190,135,0.261900,False,True,2.223650e+05
0.24549999999999994,160,115,0.261951,False,True,2.223650e+05
0.24549999999999994,160,135,0.261951,False,True,2.223650e+05
0.24549999999999994,190,115,0.261950,False,True,2.223650e+05
0.24549999999999994,190,135,0.261950,False,True,2.223650e+05
0.24554999999999993,160,115,0.262001,False,True,2.223650e+05
0.24554999999999993,160,135,0.262001,False,True,2.223650e+05
0.24554999999999993,190,115,0.262001,False,True,2.223650e+05
0.24554999999999993,190,135,0.262001,False,True,2.223650e+05
0.24559999999999993,160,115,0.262052,False,True,2.223650e+05
0.24559999999999993,160,135,0.262052,False,True,2.223650e+05
0.24559999999999993,190,115,0.262051,False,True,2.223650e+05
0.24559999999999993,190,135,0.262051,False,True,2.223650e+05
0.24564999999999992,160,115,0.262102,False,True,2.223650e+05
0.24564999999999992,160,135,0.262102,False,True,2.223650e+05
0.24564999999999992,190,115,0.262101,False,True,2.223650e+05
0.24564999999999992,190,135,0.262101,False,True,2.223650e+05
0.24569999999999992,160,115,0.262152,False,True,2.223650e+05
0.24569999999999992,160,135,0.262152,False,True,2.223650e+05
0.24569999999999992,190,115,0.262151,False,True,2.223650e+05
0.24569999999999992,190,135,0.262151,False,True,2.223650e+05
0.2457499999999999,160,115,0.262202,False,True,2.223650e+05
0.2457499999999999,160,135,0.262202,False,True,2.223650e+05
0.2457499999999999,190,115,0.262202,False,True,2.223650e+05
0.2457499999999999,190,135,0.262202,False,True,2.223650e+05
0.2457999999999999,160,115,0.262253,False,True,2.223650e+05
0.2457999999999999,160,135,0.262253,False,True,2.223650e+05
0.2457999999999999,190,115,0.262252,False,True,2.223650e+05
0.2457999999999999,190,135,0.262252,False,True,2.223650e+05
0.2458499999999999,160,115,0.262303,False,True,2.223650e+05
0.2458499999999999,160,135,0.262303,False,True,2.223650e+05
0.2458499999999999,190,115,0.262302,False,True,2.223650e+05
0.2458499999999999,190,135,0.262302,False,True,2.223650e+05
0.2458999999999999,160,115,0.262353,False,True,2.223650e+05
0.2458999999999999,160,135,0.262353,False,True,2.223650e+05
0.2458999999999999,190,115,0.262353,False,True,2.223650e+05
0.2458999999999999,190,135,0.262353,False,True,2.223650e+05
0.2459499999999999,160,115,0.262404,False,True,2.223650e+05
0.2459499999999999,160,135,0.262404,False,True,2.223650e+05
0.2459499999999999,190,115,0.262403,False,True,2.223650e+05
0.2459499999999999,190,135,0.262403,False,True,2.223650e+05
0.24599999999999989,160,115,0.262454,False,True,2.223650e+05
0.24599999999999989,160,135,0.262454,False,True,2.223650e+05
0.24599999999999989,190,115,0.262453,False,True,2.223650e+05
0.24599999999999989,190,135,0.262453,False,True,2.223650e+05
0.24604999999999988,160,115,0.262504,False,True,2.223650e+05
0.24604999999999988,160,135,0.262504,False,True,2.223650e+05
0.24604999999999988,190,115,0.262503,False,True,2.223650e+05
0.24604999999999988,190,135,0.262503,False,True,2.223650e+05
0.24609999999999987,160,115,0.262554,False,True,2.223650e+05
0.24609999999999987,160,135,0.262554,False,True,2.223650e+05
0.24609999999999987,190,115,0.262554,False,True,2.223650e+05
0.24609999999999987,190,135,0.262554,False,True,2.223650e+05
0.24614999999999987,160,115,0.262605,False,True,2.223650e+05
0.24614999999999987,160,135,0.262605,False,True,2.223650e+05
0.24614999999999987,190,115,0.262604,False,True,2.223650e+05
0.24614999999999987,190,135,0.262604,False,True,2.223650e+05
0.24619999999999986,160,115,0.262655,False,True,2.223650e+05
0.24619999999999986,160,135,0.262655,False,True,2.223650e+05
0.24619999999999986,190,115,0.262654,False,True,2.223650e+05
0.24619999999999986,190,135,0.262654,False,True,2.223650e+05
0.24624999999999986,160,115,0.262705,False,True,2.223650e+05
0.24624999999999986,160,135,0.262705,False,True,2.223650e+05
0.24624999999999986,190,115,0.262704,False,True,2.223650e+05
0.24624999999999986,190,135,0.262704,False,True,2.223650e+05
0.24629999999999985,160,115,0.262756,False,True,2.223650e+05
0.24629999999999985,160,135,0.262756,False,True,2.223650e+05
0.24629999999999985,190,115,0.262755,False,True,2.223650e+05
0.24629999999999985,190,135,0.262755,False,True,2.223650e+05
0.24634999999999985,160,115,0.262806,False,True,2.223650e+05
0.24634999999999985,160,135,0.262806,False,True,2.223650e+05
0.24634999999999985,190,115,0.262805,False,True,2.223650e+05
0.24634999999999985,190,135,0.262805,False,True,2.223650e+05
0.24639999999999984,160,115,0.262856,False,True,2.223650e+05
0.24639999999999984,160,135,0.262856,False,True,2.223650e+05
0.24639999999999984,190,115,0.262855,False,True,2.223650e+05
0.24639999999999984,190,135,0.262855,False,True,2.223650e+05
0.24644999999999984,160,115,0.262906,False,True,2.223650e+05
0.24644999999999984,160,135,0.262906,False,True,2.223650e+05
0.24644999999999984,190,115,0.262906,False,True,2.223650e+05
0.24644999999999984,190,135,0.262906,False,True,2.223650e+05
0.24649999999999983,160,115,0.262957,False,True,2.223650e+05
0.24649999999999983,160,135,0.262957,False,True,2.223650e+05
0.24649999999999983,190,115,0.262956,False,True,2.223650e+05
0.24649999999999983,190,135,0.262956,False,True,2.223650e+05
0.24654999999999982,160,115,0.263007,False,True,2.223650e+05
0.24654999999999982,160,135,0.263007,False,True,2.223650e+05
0.24654999999999982,190,115,0.263006,False,True,2.223650e+05
0.24654999999999982,190,135,0.263006,False,True,2.223650e+05
0.24659999999999982,160,115,0.263057,False,True,2.223650e+05
0.24659999999999982,160,135,0.263057,False,True,2.223650e+05
0.24659999999999982,190,115,0.263056,False,True,2.223650e+05
0.24659999999999982,190,135,0.263056,False,True,2.223650e+05
0.2466499999999998,160,115,0.263107,False,True,2.223650e+05
0.2466499999999998,160,135,0.263107,False,True,2.223650e+05
0.2466499999999998,190,115,0.263107,False,True,2.223650e+05
0.2466499999999998,190,135,0.263107,False,True,2.223650e+05
0.2466999999999998,160,115,0.263158,False,True,2.223650e+05
0.2466999999999998,160,135,0.263158,False,True,2.223650e+05
0.2466999999999998,190,115,0.263157,False,True,2.223650e+05
0.2466999999999998,190,135,0.263157,False,True,2.223650e+05
0.2467499999999998,160,115,0.263208,False,True,2.223650e+05
0.2467499999999998,160,135,0.263208,False,True,2.223650e+05
0.2467499999999998,190,115,0.263207,False,True,2.223650e+05
0.2467499999999998,190,135,0.263207,False,True,2.223650e+05
0.2467999999999998,160,115,0.263258,False,True,2.223650e+05
0.2467999999999998,160,135,0.263258,False,True,2.223650e+05
0.2467999999999998,190,115,0.263258,False,True,2.223650e+05
0.2467999999999998,190,135,0.263258,False,True,2.223650e+05
0.2468499999999998,160,115,0.263309,False,True,2.223650e+05
0.2468499999999998,160,135,0.263309,False,True,2.223650e+05
0.2468499999999998,190,115,0.263308,False,True,2.223650e+05
0.2468499999999998,190,135,0.263308,False,True,2.223650e+05
0.2468999999999998,160,115,0.263359,False,True,2.223650e+05
0.2468999999999998,160,135,0.263359,False,True,2.223650e+05
0.2468999999999998,190,115,0.263358,False,True,2.223650e+05
0.2468999999999998,190,135,0.263358,False,True,2.223650e+05
0.24694999999999978,160,115,0.263409,False,True,2.223650e+05
0.24694999999999978,160,135,0.263409,False,True,2.223650e+05
0.24694999999999978,190,115,0.263408,False,True,2.223650e+05
0.24694999999999978,190,135,0.263408,False,True,2.223650e+05
0.24699999999999978,160,115,0.263459,False,True,2.223650e+05
0.24699999999999978,160,135,0.263459,False,True,2.223650e+05
0.24699999999999978,190,115,0.263459,False,True,2.223650e+05
0.24699999999999978,190,135,0.263459,False,True,2.223650e+05
0.24704999999999977,160,115,0.263510,False,True,2.223650e+05
0.24704999999999977,160,135,0.263510,False,True,2.223650e+05
0.24704999999999977,190,115,0.263509,False,True,2.223650e+05
0.24704999999999977,190,135,0.263509,False,True,2.223650e+05
0.24709999999999976,160,115,0.263560,False,True,2.223650e+05
0.24709999999999976,160,135,0.263560,False,True,2.223650e+05
0.24709999999999976,190,115,0.263559,False,True,2.223650e+05
0.24709999999999976,190,135,0.263559,False,True,2.223650e+05
0.24714999999999976,160,115,0.263610,False,True,2.223650e+05
0.24714999999999976,160,135,0.263610,False,True,2.223650e+05
0.24714999999999976,190,115,0.263609,False,True,2.223650e+05
0.24714999999999976,190,135,0.263609,False,True,2.223650e+05
0.24719999999999975,160,115,0.263660,False,True,2.223650e+05
0.24719999999999975,160,135,0.263660,False,True,2.223650e+05
0.24719999999999975,190,115,0.263660,False,True,2.223650e+05
0.24719999999999975,190,135,0.263660,False,True,2.223650e+05
0.24724999999999975,160,115,0.263711,False,True,2.223650e+05
0.24724999999999975,160,135,0.263711,False,True,2.223650e+05
0.24724999999999975,190,115,0.263710,False,True,2.223650e+05
0.24724999999999975,190,135,0.263710,False,True,2.223650e+05
0.24729999999999974,160,115,0.263761,False,True,2.223650e+05
0.24729999999999974,160,135,0.263761,False,True,2.223650e+05
0.24729999999999974,190,115,0.263760,False,True,2.223650e+05
0.24729999999999974,190,135,0.263760,False,True,2.223650e+05
0.24734999999999974,160,115,0.263811,False,True,2.223650e+05
0.24734999999999974,160,135,0.263811,False,True,2.223650e+05
0.24734999999999974,190,115,0.263811,False,True,2.223650e+05
0.24734999999999974,190,135,0.263811,False,True,2.223650e+05
0.24739999999999973,160,115,0.263862,False,True,2.223650e+05
0.24739999999999973,160,135,0.263862,False,True,2.223650e+05
0.24739999999999973,190,115,0.263861,False,True,2.223650e+05
0.24739999999999973,190,135,0.263861,False,True,2.223650e+05
0.24744999999999973,160,115,0.263912,False,True,2.223650e+05
0.24744999999999973,160,135,0.263912,False,True,2.223650e+05
0.24744999999999973,190,115,0.263911,False,True,2.223650e+05
0.24744999999999973,190,135,0.263911,False,True,2.223650e+05
0.24749999999999972,160,115,0.263962,False,True,2.223650e+05
0.24749999999999972,160,135,0.263962,False,True,2.223650e+05
0.24749999999999972,190,115,0.263961,False,True,2.223650e+05
0.24749999999999972,190,135,0.263961,False,True,2.223650e+05
0.24754999999999971,160,115,0.264012,False,True,2.223650e+05
0.24754999999999971,160,135,0.264012,False,True,2.223650e+05
0.24754999999999971,190,115,0.264012,False,True,2.223650e+05
0.24754999999999971,190,135,0.264012,False,True,2.223650e+05
0.2475999999999997,160,115,0.264063,False,True,2.223650e+05
0.2475999999999997,160,135,0.264063,False,True,2.223650e+05
0.2475999999999997,190,115,0.264062,False,True,2.223650e+05
0.2475999999999997,190,135,0.264062,False,True,2.223650e+05
0.2476499999999997,160,115,0.264113,False,True,2.223650e+05
0.2476499999999997,160,135,0.264113,False,True,2.223650e+05
0.2476499999999997,190,115,0.264112,False,True,2.223650e+05
0.2476499999999997,190,135,0.264112,False,True,2.223650e+05
0.2476999999999997,160,115,0.264163,False,True,2.223650e+05
0.2476999999999997,160,135,0.264163,False,True,2.223650e+05
0.2476999999999997,190,115,0.264162,False,True,2.223650e+05
0.2476999999999997,190,135,0.264162,False,True,2.223650e+05
0.2477499999999997,160,115,0.264213,False,True,2.223650e+05
0.2477499999999997,160,135,0.264213,False,True,2.223650e+05
0.2477499999999997,190,115,0.264213,False,True,2.223650e+05
0.2477499999999997,190,135,0.264213,False,True,2.223650e+05
0.2477999999999997,160,115,0.264264,False,True,2.223650e+05
0.2477999999999997,160,135,0.264264,False,True,2.223650e+05
0.2477999999999997,190,115,0.264263,False,True,2.223650e+05
0.2477999999999997,190,135,0.264263,False,True,2.223650e+05
0.24784999999999968,160,115,0.264314,False,True,2.223650e+05
0.24784999999999968,160,135,0.264314,False,True,2.223650e+05
0.24784999999999968,190,115,0.264313,False,True,2.223650e+05
0.24784999999999968,190,135,0.264313,False,True,2.223650e+05
0.24789999999999968,160,115,0.264364,False,True,2.223650e+05
0.24789999999999968,160,135,0.264364,False,True,2.223650e+05
0.24789999999999968,190,115,0.264364,False,True,2.223650e+05
0.24789999999999968,190,135,0.264364,False,True,2.223650e+05
0.24794999999999967,160,115,0.264415,False,True,2.223650e+05
0.24794999999999967,160,135,0.264415,False,True,2.223650e+05
0.24794999999999967,190,115,0.264414,False,True,2.223650e+05
0.24794999999999967,190,135,0.264414,False,True,2.223650e+05
0.24799999999999967,160,115,0.264465,False,True,2.223650e+05
0.24799999999999967,160,135,0.264465,False,True,2.223650e+05
0.24799999999999967,190,115,0.264464,False,True,2.223650e+05
0.24799999999999967,190,135,0.264464,False,True,2.223650e+05
0.24804999999999966,160,115,0.264515,False,True,2.223650e+05
0.24804999999999966,160,135,0.264515,False,True,2.223650e+05
0.24804999999999966,190,115,0.264514,False,True,2.223650e+05
0.24804999999999966,190,135,0.264514,False,True,2.223650e+05
